sqft_living,bedrooms,bathrooms,floors,waterfront,condition,yr_built,yr_renovated,price
1150,2,2.5,2,0,3,2004,0,214100
1840,3,2.5,2,0,3,2012,0,317000
3180,4,3.5,2,0,4,1979,0,1000000
1510,5,2.75,2,0,4,1946,0,1000000
3070,4,2.5,2,0,3,2005,0,525000
1800,3,2.25,2,0,3,1983,0,436000
1540,3,1.75,1,0,3,1983,0,450000
2330,3,1.75,1,0,3,1980,0,588500
1400,4,1.75,1,0,3,1953,0,340000
2846,4,2.5,1.5,0,3,2000,0,482000
5830,4,3.5,2,0,3,2005,0,1575000
3380,3,2.5,2,0,3,1965,2003,749000
1440,3,1.5,1,0,4,1968,0,330000
1740,3,2.5,3,0,3,2008,0,568000
1470,3,1.75,1,0,4,1957,0,239000
2810,3,2.5,2,0,3,2003,0,528000
2090,4,3,1,0,3,1994,0,385000
4110,4,3.25,2,0,4,1979,0,825000
3230,5,3.25,2,0,3,2002,0,815000
2601,4,2.5,2,0,3,1995,0,625000
2070,3,1.75,1,0,3,1955,0,690000
1660,3,1,1,0,3,1957,0,210000
1590,4,1,1.5,0,3,1924,0,599000
1860,3,1.75,1,0,3,1951,0,860000
1420,3,1,1,0,4,1954,0,147200
1240,3,1,1.5,0,4,1910,0,476900
2500,4,2.5,1,0,4,1978,0,450000
2640,4,2.5,2,0,3,1999,0,570000
1440,3,1,1.5,0,4,1910,0,567500
3030,5,3.25,2,0,3,1976,0,790000
1820,3,1.5,1,0,4,1952,0,875000
2220,3,2,2,0,3,1980,0,490000
2430,3,1.75,1,0,4,1978,0,335000
1670,3,1.75,1,0,4,1962,0,550000
1180,3,1.75,1,0,4,1981,0,385000
1620,3,1.75,1,0,3,1976,0,395000
1030,2,1,1,0,5,1928,0,650000
2900,4,2.75,2,0,3,2007,0,637000
3420,3,2.25,1,0,3,1963,2004,692500
1710,3,1.75,1,0,4,1964,0,322400
1580,3,1.5,1,0,4,1957,0,233500
1230,3,2,1,0,3,1984,0,400000
2200,5,2.5,1.5,0,5,1916,0,547000
2570,5,2.25,1,0,3,1950,1992,519000
3320,4,3.5,1,0,4,1977,0,1025000
1090,3,1,1,0,4,1955,0,365000
2970,5,2.75,2,0,4,1978,0,699000
1970,3,1.75,1,0,4,1968,0,525000
3220,4,3,2,0,3,1990,0,430000
1600,3,1,1,0,3,1966,0,325000
670,2,1,1,0,5,1942,0,279000
2360,4,1.75,2,0,5,1911,0,805000
2150,3,3,1.5,0,3,1949,0,419950
620,2,1,1,0,3,1927,0,425000
1730,4,1.75,2,0,5,1949,0,446000
2500,5,2,1,0,3,1963,0,455000
990,3,1,1,0,3,1943,0,226550
1420,3,2,1.5,0,5,1904,0,764000
2170,3,2.25,2,0,4,1978,0,439950
1880,4,2,1,0,3,1952,0,453000
1300,3,1,1,0,3,1971,0,219950
2360,3,1.5,2,0,5,1926,0,702500
1780,3,1.5,1,0,4,1956,0,285000
2160,2,2.25,3,0,3,2005,0,798750
950,2,1,1,0,3,1948,0,320000
1680,3,1.75,1.5,0,3,1985,0,425000
2290,4,2.5,2,0,3,2004,0,540000
4140,4,5.25,2,0,3,2005,0,1060000
3920,4,3.75,3,0,3,2013,0,1165000
1500,3,1.75,1,0,4,1951,0,576000
1720,3,1.75,1,0,3,1977,0,525000
2641,4,2.5,2,0,3,1998,0,324950
4930,3,2.5,2,0,3,1981,0,600000
2460,3,2.5,1,0,4,2001,0,464000
1995,4,2.25,2,0,4,1981,0,266000
3010,3,2.5,2,0,3,1998,0,775000
1270,3,1.75,1,0,3,1952,2014,415000
3080,4,2.75,2,0,3,2003,0,550000
1670,3,2.25,2,0,3,1990,0,235000
1470,3,2,1,0,3,1987,0,280000
1730,3,1.75,1,0,3,1976,0,459000
1070,3,1,1,0,4,1969,0,195000
1660,3,1.5,1,0,4,1959,0,235000
2410,4,2.25,1,0,4,1965,0,711800
1040,3,2.5,3,0,3,2007,0,440000
970,2,1,1,0,4,1916,0,515000
2910,5,2.75,1.5,0,3,1939,0,1200000
2340,3,1.75,1.5,0,4,1965,0,560000
1880,3,1.75,1,0,3,1985,0,340000
1110,2,1,1.5,0,3,1912,0,600000
2790,4,2.5,2,0,3,1997,0,764000
1590,4,2,1,0,3,2001,0,337000
5700,6,2.75,1,0,4,1977,0,1385000
1200,4,1,1,0,3,1919,0,249000
3200,3,3,1,0,3,1978,0,350000
1510,3,2.25,1,0,4,1993,0,269950
1880,3,1.75,1,0,3,1978,0,735000
3070,4,2.5,2,0,4,1940,0,1295000
2110,4,2.25,2,0,4,1974,0,475000
2350,3,2,1.5,0,3,1989,0,339000
3270,4,3.5,1,0,3,1997,0,600000
2220,4,1.75,1,0,3,1918,0,397500
5990,4,3.5,2,0,3,2004,0,1525000
1760,3,2,2,0,4,1985,0,460000
2200,4,2.75,1,0,5,1951,0,370000
1550,4,1,1.5,0,3,1957,0,250000
5070,4,3.75,2,0,3,2000,0,1100000
1040,2,2.25,2,0,3,2008,0,430000
2560,3,1.5,1.5,0,5,1927,0,1085000
1850,3,1.75,1,0,3,1952,0,670000
2090,3,1.5,1,0,3,1954,0,461550
2010,3,2.5,2,0,3,2014,0,479990
2518,4,2.5,2,0,3,2005,0,643000
2810,3,2.75,2,0,3,1988,0,607000
2600,3,2.5,1,0,3,1984,0,625000
2060,3,2.5,1,0,3,1953,2010,731100
2920,3,2.5,2,0,4,1999,0,859000
2130,4,2.5,2,0,4,1986,0,435000
2290,3,3,1,0,3,1948,1990,465000
1230,3,1,1.5,0,3,1927,0,740000
2020,3,1.75,1,0,4,1961,0,740000
1430,3,2,1,0,3,1980,0,250000
2270,2,2.5,3,0,3,2009,0,656000
1910,4,2.5,2,0,3,1992,0,300000
1780,3,1.5,1,0,3,1954,0,643000
2690,4,2.5,2,0,3,2007,0,311000
1330,3,1.75,1,0,4,1975,0,360000
3060,4,2.5,1,0,4,1968,0,475000
1760,3,3.25,3,0,3,2008,0,469950
1570,3,1.75,1,0,3,1960,0,240000
960,2,1,1,0,3,1936,0,232000
1680,3,2,1,0,3,1991,0,350000
1440,2,1,1.5,0,3,1928,0,803000
1960,3,2.25,1,0,3,1980,0,355000
1790,4,2,1,0,4,1909,0,475000
2560,3,2.5,2,0,4,1988,0,823000
1010,2,1.5,1,0,4,1918,0,395000
2560,4,3.75,2,0,3,1963,2006,499000
1200,2,1.75,1,0,3,1904,2005,420000
3910,3,2.5,2,0,3,1999,0,961500
2260,4,1.75,1,0,3,1967,0,833000
2110,3,2.25,2,0,4,1978,0,479000
3340,4,2.5,2,0,3,1996,0,1150000
1400,3,1,1.5,0,3,1944,0,267000
1760,4,1.75,1.5,0,3,1988,0,555000
2010,3,2.5,2,0,4,1987,0,490000
2300,4,2,1.5,0,5,1915,0,619000
2510,5,2.75,1,0,4,1963,0,569950
1340,3,2,2,0,5,1905,0,549000
1560,3,1.75,1.5,0,3,1962,1985,422500
3350,4,3.5,1,0,3,1980,0,400000
3710,4,2.75,2,0,3,1999,0,692500
2430,4,2.5,2,0,3,2002,0,310000
2430,3,1.75,1,0,3,1977,0,499900
2100,3,2.25,2,0,3,1983,0,492000
1880,2,2.5,1,0,3,1987,0,460000
1630,3,2.5,2,0,5,1919,0,800000
1640,4,1,1.5,0,3,1925,0,832600
2310,4,2.75,1,0,3,1989,0,470000
1930,2,2,1,0,3,2003,0,542000
4750,4,4.5,2,0,3,2005,0,1309500
2300,4,2.5,1,0,2,1959,0,308130
1050,2,1,1,0,3,2005,0,310000
1500,2,1,1,0,3,1947,0,235000
1150,3,1,1,0,4,1958,0,215000
1920,4,1.5,1,0,3,1959,0,210000
3660,4,2.75,2,0,3,1990,0,730000
1720,3,1.75,1,0,4,1981,0,245000
2100,3,2.25,1,0,3,1948,0,540000
2400,4,2.5,2,0,3,2001,0,299000
2540,3,2.5,2,0,3,1991,0,510000
2080,4,1.75,1,0,4,1966,0,198000
3400,5,3.25,2,0,3,1999,0,950000
2200,4,1.75,2,0,3,1978,0,300000
2140,5,1.75,1,0,3,1962,0,528000
3850,5,3.25,2,0,3,2002,0,507000
4270,4,3.25,2,0,3,2001,0,770000
1340,3,1.75,1,0,4,1975,0,255000
1100,1,1.5,1.5,0,4,1978,0,220000
2870,5,2.75,2,0,3,2005,0,690700
1320,2,1,1,0,3,1953,0,447000
2150,6,2,1,0,3,1952,0,755000
2470,4,1.5,1.5,0,3,1940,0,700000
1910,4,2.75,1,0,4,1980,0,250000
2130,3,2.5,2,0,3,2003,0,320000
2240,4,2.5,2,0,4,1989,0,565000
1800,5,2.75,2,0,4,1939,0,754300
2160,3,1.5,1,0,4,1949,0,650000
3140,4,2.5,2,0,3,2003,0,529888
1920,3,2.5,2,0,3,2000,0,432000
1050,3,1,1.5,0,5,1955,0,235000
3695,4,3.5,2,0,3,2014,0,994900
3910,4,2.5,2,0,3,2000,0,489000
3010,4,2.75,2,0,3,2010,0,800000
1370,4,1.5,1,0,3,1972,0,370000
2080,4,2.75,1,0,3,1979,0,436000
2250,3,2.5,2,0,3,2006,0,395000
2120,5,1.75,1,0,4,1942,0,377691
2220,5,3,2,0,3,2003,0,370000
1440,3,2.5,1,0,5,1987,0,515000
910,3,1,1,0,3,1969,0,169000
1270,3,1,1,0,3,1921,0,475000
2480,3,2.5,2,0,3,1999,0,420000
2630,6,2.75,2,0,5,1900,0,1297000
2410,3,2,2,0,3,1985,0,822000
2930,4,2.75,1,0,4,1964,0,1500000
1570,3,2.25,1,0,3,1988,0,485000
1900,4,1,1,0,3,1956,0,270000
2590,6,2.5,1,0,4,1978,0,300000
3810,4,2.5,2,0,3,2007,0,878000
2290,3,2.5,2,0,3,2001,0,590000
1220,1,2.25,2,0,4,1946,1979,611900
1100,3,1.75,1,0,4,1968,0,240000
2810,4,2.5,2,0,3,2003,0,395000
890,3,1,1,0,3,1957,0,169000
1280,3,2,1,0,3,1963,0,200500
2320,3,2.5,2,0,3,1990,0,308000
1720,3,2.25,2,0,3,1983,0,290256
1530,3,1.75,1,0,4,1967,0,279950
1580,3,1.75,1,0,3,1979,0,195000
1360,3,1,1,0,5,1945,0,630000
2680,4,3,2,0,3,1902,1956,1160000
1640,3,2.25,2,0,3,1994,0,478000
2520,3,2.25,2,0,5,1944,1990,835000
1400,3,2.25,2,0,3,2005,0,639000
2300,4,2.75,2,0,3,1984,0,623000
1900,3,1.75,1,0,3,1959,0,220000
2000,3,2.25,1,0,4,1978,0,526000
900,2,1,1,0,3,1948,0,243500
2980,4,2.5,2,0,3,2000,0,750000
1850,4,2,1,0,5,1963,0,329000
1570,4,1,1.5,0,3,1920,0,525000
670,2,1,1,0,4,1948,0,190000
2660,4,2.5,1,0,3,1955,2014,772650
2110,3,2.5,2,0,4,1989,0,355000
1970,3,1.75,1,0,3,1980,0,650000
1210,3,2.75,1.5,0,5,1910,0,678500
2670,4,2.5,2,0,3,1996,0,669950
3000,3,2.25,1,0,3,1983,0,850000
2200,3,2.75,2,0,3,2002,0,572000
1540,3,1.75,1,0,2,1984,0,492450
2080,3,1.75,1,0,3,1960,0,813000
1780,3,2,1,0,3,1967,0,710000
1960,3,1.5,2,0,3,1911,0,792500
1690,5,1.5,1.5,0,4,1961,0,285900
2080,3,2,1,0,4,1981,0,389000
2070,3,2.25,2,0,3,1966,0,675000
760,2,0.75,1,0,4,1931,0,352000
4020,4,3.25,2,0,3,2000,0,1050000
3620,4,1.75,1,0,4,1965,0,768500
2330,4,2,1,0,3,1961,0,500000
1460,3,2.5,1,0,4,1956,0,685000
2250,4,2.75,1,0,3,1951,0,648475
2850,6,5,2,0,3,1994,0,655000
2640,4,2.75,2,0,5,1925,0,895000
1310,3,1,1,0,3,1962,0,195000
2720,4,2.5,2,0,3,1989,0,368000
3430,4,3.5,2,0,3,2001,0,997000
1990,3,2.75,1,0,3,1977,0,335000
1170,3,2,1,0,3,1984,0,250000
1390,3,1.75,1,0,4,1985,0,278500
1540,4,1.5,2,0,3,1973,0,260000
760,2,1,1,0,2,1920,0,162500
1280,4,1,1,0,3,1950,0,239000
2990,4,2.5,2,0,3,2004,0,600000
1770,4,2.25,2,0,3,1998,0,350000
3830,5,3.75,2,0,3,2005,0,852500
2870,3,2.5,2,0,3,2008,0,485000
1520,3,1,1,0,3,1953,0,299000
660,2,1,1,0,4,1952,0,227450
1800,3,1,1,0,4,1942,0,383000
3570,2,3.25,1,0,3,1998,0,835000
3050,5,1.5,1.5,0,4,1931,0,760000
820,2,1,1,0,4,1924,0,532500
3610,3,2.5,1,0,3,1998,0,635000
1490,3,2,1,0,5,1912,0,438500
1560,3,2.5,1.5,0,4,1936,0,545500
1660,3,1.75,1,0,3,1956,0,675000
1180,3,1.75,1,0,4,1928,0,450000
960,3,1,1,0,5,1900,0,199999
1630,3,1.5,1,0,3,1988,0,375000
2260,4,2.25,2,0,3,1982,0,600000
1520,3,1.5,1,0,4,1959,0,292600
3050,5,2.75,1,0,4,1956,0,1038000
1000,3,1,1,0,3,1945,0,610000
2650,4,2.5,2,0,4,1993,0,397450
1750,3,2.25,1,0,3,1963,0,382000
1770,3,2.25,1,0,3,1966,0,370000
1770,3,2.25,1,0,3,1966,0,520000
770,2,1,1,0,4,1948,0,260000
3370,4,2.5,2,0,3,2014,0,890000
2130,5,2,1,0,3,1946,2000,344000
1050,3,1,1,0,3,1958,0,205000
2803,5,2.5,1,0,3,1963,2011,379000
2080,3,2,2,0,4,1982,0,424240
2080,3,2,2,0,4,1982,0,589950
2120,4,1.75,1,0,3,1951,0,582000
2550,3,2.5,2,0,3,1989,0,349000
1290,3,1,1,0,4,1966,0,658000
1790,5,2.75,1.5,0,4,1915,0,294000
2720,5,3.5,2,0,3,1993,0,690000
1040,3,1,1.5,0,3,1912,0,600000
840,3,1,1,0,3,1969,2014,199990
1650,3,1.75,1,0,3,1959,0,220000
2080,4,2.25,1,0,3,1976,0,440000
1540,4,2.5,2,0,3,2014,0,439990
3880,4,2.5,2,0,3,2006,0,815000
1860,4,2.25,2,0,3,1995,0,535000
1280,3,1.75,1,0,4,1975,0,215000
3200,3,2.5,1.5,0,3,1965,0,605000
2200,3,2.5,2,0,3,1990,0,349900
1570,3,1,1,0,4,1940,0,495000
2074,3,2.5,2,0,3,1997,0,515100
2450,4,2.5,2,0,3,1994,0,620000
2520,4,2.25,2,0,3,1980,0,657500
2190,5,1.75,1,0,3,1963,0,250000
2190,5,1.75,1,0,3,1963,0,385000
2320,3,1.5,1,0,3,1976,0,307000
1370,3,2.5,1,0,3,1994,0,288000
1730,3,1.75,1.5,0,4,1944,0,226450
1640,3,2.5,1,0,3,1967,0,390000
1300,3,1,1,0,4,1971,0,350000
1560,3,1.5,1,0,3,1969,0,368000
1120,2,1,1,0,3,1921,0,469000
2670,3,2.25,2,0,3,1985,0,865000
3810,5,2.5,1.5,0,5,1967,0,515000
1440,3,1.75,1,0,4,1979,0,410000
1200,4,1,1,0,3,1968,0,210000
1520,3,1.75,1,0,3,1969,0,460000
2500,4,2.5,1,0,3,1979,0,241500
2010,4,2.25,2,0,4,1975,0,322200
1210,4,1,1.5,0,3,1943,0,279000
1100,2,1,1,0,4,1943,0,303000
1050,3,1.5,1,0,4,1950,0,420000
2120,3,1.75,1,0,3,1961,0,249000
1240,3,1,1,0,3,1952,0,294950
3460,4,3.5,2,0,3,2004,0,1315000
1270,3,1.75,1,0,3,1953,0,335000
2980,4,2.25,1.5,0,4,1935,0,1155000
1250,2,1,1.5,0,3,1926,0,520000
1740,4,1.75,1,0,4,1965,0,560000
1730,4,1.5,2,0,4,1959,0,243400
1240,3,2,1,0,3,1988,0,405000
1670,2,1,1.5,0,5,1930,0,495000
2140,4,2.5,2,0,3,1992,0,350000
2530,5,2.75,1,0,3,1992,0,368500
960,2,1,1,0,2,1948,0,99000
4130,4,3.75,2,0,3,2001,0,1070000
1710,4,1.75,1,0,3,1983,0,430000
1490,3,1.5,1,0,4,1963,0,412500
4750,4,3.25,2,0,3,1988,0,1122500
3400,4,2.5,2,0,4,1988,0,915000
2210,3,2.5,2,0,3,1994,0,535000
1650,3,1.5,1,0,4,1979,0,390000
1260,3,1.5,1,0,4,1944,0,499000
1960,3,1,1,0,4,1963,0,375000
1800,4,2.5,2,0,3,1995,0,349000
1940,3,2.25,1,0,4,1964,0,635000
2820,4,2.75,2,0,3,2001,0,682000
2820,4,2.25,1,0,4,1966,0,321027
720,2,1,1,0,5,1915,0,150000
1640,3,1.75,1,0,3,1969,0,410000
1560,3,2,2,0,3,1923,1982,449950
1560,6,2.5,1,0,3,1913,0,194990
1910,4,1.75,1,0,3,1956,0,475000
1570,5,1.75,2,0,4,1908,0,530000
2038,4,2.5,2,0,3,2011,0,319950
1720,3,2.25,1,0,4,1978,0,210000
1670,3,2.75,1.5,0,4,1925,0,485000
2830,4,2.75,2,0,4,1998,0,774000
1690,4,2,1,0,4,1958,0,478000
1620,4,2.5,2,0,4,1924,1971,385000
2360,4,2.5,2,0,3,1989,0,595000
1480,3,1.5,1,0,3,1960,0,285000
2700,4,2.5,2,0,3,2004,0,723000
1780,3,1.5,1,0,2,1960,0,279000
1430,3,1.5,1,0,5,1958,0,195000
2160,2,1,1,0,5,1925,0,625000
1800,3,1.75,2,0,3,1979,0,270000
1930,2,2,1,0,3,2006,0,559000
1960,4,2.25,1,0,4,1976,0,474000
1920,4,2.5,2,0,3,1992,0,303500
1470,3,1.75,1,0,3,1949,0,350000
2980,5,3,1,0,3,1940,0,367500
2980,5,3,1,0,3,1940,0,595000
2360,3,2,1,0,3,1981,0,589000
1790,3,1.75,1,0,4,1974,0,585000
2130,3,2.25,1,0,3,1976,0,482975
2030,4,2.5,2,0,3,2003,0,365500
1790,4,2,1,0,5,1972,0,570000
2260,3,2.5,2,0,3,1990,0,335000
2350,4,2,1.5,0,4,1914,0,767500
1690,3,2.5,2,0,3,2014,0,386591
1320,3,1,1.5,0,3,1913,0,279000
2690,4,2.5,2,0,3,1998,0,620000
2810,4,2.25,1,0,3,1958,0,407000
2280,3,2.5,2,0,3,1994,0,364250
2870,4,2.5,2,0,3,1979,0,399000
3030,3,2.5,1.5,0,4,1992,0,766950
2940,4,2.75,2,0,3,2004,0,710000
1190,3,1,1,0,3,1929,0,320000
1800,3,2.5,2,0,3,2001,0,300000
1580,3,1.75,1,0,3,1993,0,263000
1730,3,2.5,2,0,3,1996,0,445000
1910,3,2,1,0,4,1957,0,554000
1000,2,1.75,1,0,3,1906,0,335000
2520,4,2.75,1,0,4,1987,0,307000
1420,3,1,1,0,3,1947,0,404000
3080,4,3.5,2,0,3,2003,0,775000
1060,3,1,1,0,5,1956,0,220000
2160,4,2.5,2,0,3,1983,0,518000
4060,4,3.5,2,0,3,2005,0,1600000
1940,1,2.25,2,0,4,1979,0,315000
2250,4,2.5,2,0,3,1991,0,572650
1620,2,1,1,0,5,1921,0,350000
920,2,1,1,0,4,1900,0,285000
1370,3,2.5,2,0,3,1995,0,231000
920,3,1,1,0,4,1969,0,179000
1360,3,1.5,1,0,3,1963,0,244000
1630,3,1.5,1,0,3,1943,1963,185850
3610,6,2.5,2,0,3,1970,0,610000
3010,4,2.5,2,0,3,2005,0,419000
2320,3,1.75,1,0,4,1957,0,779000
3290,5,3,1,0,3,2004,0,695000
2040,3,2.5,2,0,3,1998,0,319900
1920,3,2.75,1,0,4,1978,0,329000
2120,3,2.5,2,0,3,1988,0,475226
2170,3,2.5,2,0,3,2003,0,638000
1330,2,1.5,1,0,3,1984,0,440000
1580,3,2,1,0,4,1942,0,214000
3580,3,2.75,2,0,4,1989,0,600000
2580,4,2,2,0,4,1905,0,935000
1930,4,1.75,1.5,0,3,1941,0,630000
2120,3,2.5,2,0,3,2004,0,575000
1990,3,2.5,1.5,0,4,1987,0,345000
1310,4,1.75,1,0,4,1967,0,323000
2670,3,2.5,1,0,4,1988,0,425000
1910,2,2.25,1,0,4,1972,0,411000
1530,4,1.5,1,0,4,1976,0,299800
2920,6,1.75,2.5,0,4,1908,0,823000
1010,3,1,1,0,3,1955,0,200000
2450,4,1.75,1,0,4,1987,0,760000
1820,4,2.5,2,0,3,1999,0,359950
2090,4,2.5,1,0,4,1983,0,375000
2200,2,1.75,1,0,3,1973,0,295000
2250,4,3,2,0,3,1986,0,250000
1450,3,2.25,3,0,3,2000,0,497000
2280,4,2.5,2,0,4,1987,0,520000
2720,4,3.5,2,0,3,1999,0,365000
2250,3,2.25,1,0,3,1976,0,459900
1090,3,2,1,0,3,1940,0,158000
1970,3,2,1,0,4,1967,0,294700
2780,4,2.25,2,0,3,1985,0,439950
2290,4,2.25,1,0,4,1960,0,899000
2330,3,1.75,1,0,3,1983,0,535000
4060,4,4.5,2,0,3,2007,0,530000
1470,4,2,1,0,4,1967,0,215000
1620,2,1,1,0,3,1926,0,290000
3220,5,2.75,2,0,3,2006,0,798000
3270,4,2.5,2,0,3,1993,0,785000
2160,3,1.75,1,0,3,1971,0,433000
1150,2,1,1,0,3,1922,0,425000
2240,4,2.5,1,0,3,1962,0,654000
1280,3,1.5,2,0,4,1983,0,215000
840,3,1,1,0,3,1970,2014,232000
1680,3,1.75,1,0,4,1959,0,675000
2330,5,2.75,1,0,4,1972,0,665000
3030,4,2.5,2,0,3,1998,0,835000
2880,6,3,2,0,3,1980,0,525000
2910,3,2.75,2,0,5,1939,0,780000
3090,4,3.25,2,0,3,1988,0,844000
2720,4,2.75,2,0,3,1985,0,680000
1310,3,1.5,1,0,3,1965,0,290000
1790,2,1,1,0,4,1959,0,560000
2830,3,2.5,2,0,3,1989,0,605500
3150,4,2.5,2,0,3,2005,0,762500
3930,5,3.25,2,0,3,2014,0,1740000
2840,6,2.75,1,0,5,1961,0,665000
2480,5,1,1.5,0,3,1919,0,540000
1930,3,2.5,1,0,3,1961,0,375000
1260,3,1,1,0,3,1944,0,342000
670,3,1,1,0,4,1968,0,340000
3930,5,3.25,2,0,4,1974,0,1250000
3160,4,2.5,2,0,3,1999,0,693000
1770,4,1.75,1,0,4,1962,0,638500
2240,5,3,2,0,4,1963,0,805000
990,3,1,1,0,4,1960,0,250000
1580,3,2.5,2,0,3,1998,0,325000
1560,4,1.75,2,0,3,1994,0,270000
2640,6,2.5,2,0,5,1922,0,880000
2120,2,1.75,1,0,4,1924,0,300000
1200,2,1,1,0,3,1948,0,290000
5040,4,4,1,0,5,1976,0,2850000
1460,3,1,1,0,5,1942,0,259950
4890,4,3.25,2,0,3,2004,0,1780000
1580,3,1,1,0,5,1954,0,299950
2100,3,2.25,1,0,4,1977,0,483000
2060,3,2.25,1,0,4,1966,0,890000
1690,3,2.5,1.5,0,4,1928,0,719000
3370,4,3,1,0,5,1977,0,785000
2330,3,2.5,2,0,3,2006,0,660000
1820,4,1.75,1,0,4,1980,0,264000
1890,3,1.75,1,0,4,1968,0,575000
3820,4,3.75,1,0,3,1994,0,1215000
2770,3,2.5,2,0,3,1991,0,475000
3020,4,3.5,2,0,3,1990,0,845800
1170,3,1.75,1,0,3,1962,0,352500
1270,3,1,1,0,3,1955,0,347000
1950,4,2.75,2,0,3,1992,0,560000
2230,4,2.75,1,0,4,1977,0,323000
2220,3,1.75,1.5,0,4,1922,0,595000
2060,4,2,1,0,3,1977,0,257500
1100,3,1,1,0,3,1917,0,450000
1140,4,1,1,0,3,1970,0,410000
1980,3,1.75,1,0,4,1952,0,810000
2480,5,3,1,0,3,2004,0,372500
1050,3,1,1,0,3,1951,0,325000
1260,3,1,1,0,3,1947,0,280000
1680,3,2,1,0,3,1948,0,258000
1360,4,1,1.5,0,4,1949,0,329950
2450,4,2.5,1,0,4,1980,0,836000
2260,5,2.5,2,0,3,1999,0,365000
1060,2,1,1,0,4,1908,0,111300
3720,4,2.5,2,0,4,1984,0,864000
1610,3,1.75,1,0,5,1962,0,725000
3350,4,2.5,2,0,3,1990,0,550000
790,2,1,1,0,3,1951,0,130000
1660,2,1.75,1,0,3,1940,0,765000
1420,3,1.5,1,0,4,1963,0,255000
2050,3,2.5,1,0,4,1977,0,439500
1250,3,1.75,1,0,4,1987,0,268000
1700,3,1.75,1,0,4,1953,0,985000
2660,4,2.5,2,0,3,1994,0,751305
1350,3,1,1.5,0,3,1914,0,280000
1810,4,2,1,0,2,1967,0,304000
2210,4,2.75,2,0,3,1988,0,200000
2120,3,1.5,1,0,4,1973,0,325000
2470,3,2.25,2,0,3,1988,0,736000
2700,4,2.5,2,0,3,1998,0,426500
1760,2,1.75,1,0,4,1930,0,640000
1930,5,2,1.5,0,3,1941,1969,230000
1680,4,1,1.5,0,4,1911,0,366350
1390,2,1,1,0,4,1946,0,365000
2240,4,2.25,2,0,3,1979,0,482000
1980,4,1,1.5,0,3,1962,0,345000
1830,3,1.75,1.5,0,5,1903,0,682000
980,3,1.75,1,0,4,1942,0,657500
3550,6,2.5,2,0,3,1925,0,895000
1660,3,1.5,1,0,5,1918,0,425000
2490,4,2.5,2,0,3,1976,0,532500
2329,4,2.5,2,0,3,1995,0,540000
1790,3,2.25,2,0,3,1984,0,578000
2830,3,3,2,0,3,1915,0,1086000
1160,3,1,1,0,3,1968,0,322500
1000,3,1,1,0,3,1955,0,140000
2540,3,2.5,1,0,4,1976,0,485000
1750,2,1.5,1.5,0,4,1978,0,575000
2890,3,2.5,2,0,3,2000,0,421000
1870,4,2,1,0,3,1954,0,355000
2200,4,2.25,2,0,3,1986,0,515000
1300,3,1,1,0,4,1952,0,309000
3410,5,2.25,2,0,3,1974,0,815000
1160,3,1,1,0,3,1953,0,285000
2100,3,1.75,1.5,0,3,1916,0,700000
1490,3,2.5,2,0,3,1994,0,289000
3280,4,3,1.5,0,3,1979,0,458000
1450,3,1.75,1,0,4,1978,0,230000
1930,3,2.5,1,0,4,1961,0,432500
1660,3,1.75,1,0,3,1978,0,288000
1260,3,1.75,1,0,3,1968,0,354000
1170,3,1,1,0,2,1980,0,119500
3350,4,3,1,0,4,1979,0,805000
1420,3,2.5,3,0,3,2004,0,435000
2170,3,1.75,1,0,4,1978,0,260000
1800,4,1.75,1,0,5,1950,0,377000
2000,4,2.5,2,0,3,1990,0,602000
1660,3,1.75,1,0,3,1941,1996,530000
1540,4,2,1,0,4,1946,0,525000
1160,2,1.5,2,0,3,2006,0,250000
1700,3,1,1.5,0,3,1907,0,681000
1580,3,1.75,1,0,3,1970,0,625000
2080,3,2.5,2,0,3,2010,0,448500
1030,3,2,1,0,3,1947,0,260000
1770,3,1.75,1,0,4,1963,0,538000
1540,3,2,1,0,3,1961,0,385500
2650,4,2.5,2,0,3,2000,0,428400
2690,4,2.75,2,0,3,1998,0,346290
2210,4,2.75,2,0,3,1999,0,587000
2390,4,2.5,2,0,3,2003,0,355000
2580,5,2.75,1,0,4,1964,0,650000
2160,4,2.5,2,0,3,2003,0,340000
2230,4,2.5,1,0,4,1969,0,565000
2000,4,2,1.5,0,5,1925,0,630000
1280,3,1,1,0,5,1916,1983,227000
2810,4,2.75,1,0,4,1978,0,600000
1680,4,1.75,1,0,3,1974,0,540400
2150,3,2.5,2,0,3,1995,0,569000
2820,3,2.5,2,0,3,2004,0,735000
1750,3,2.25,1,0,3,1987,0,434000
1060,2,2,1,0,2,1914,0,578888
2430,4,2.75,1,0,3,1967,0,465425
2660,4,2.75,1.5,0,3,1986,0,280500
1670,2,2,1,0,3,2007,0,539950
1380,3,2,1,0,4,1968,0,406430
4160,4,3.75,2,0,3,1991,0,1150000
1790,3,2.5,2,0,3,1992,0,250000
1940,3,2.5,1,0,3,1989,0,266000
1390,3,2,1,0,3,1996,0,258000
2200,3,2,1,0,3,1961,0,472000
1264,3,2.25,2,0,3,2003,0,530000
1095,2,1,1.5,0,3,1901,0,302282
850,2,1,1,0,3,1916,0,370000
1760,4,2,1.5,0,4,1948,0,625000
690,1,1,1,0,4,1917,0,142500
1400,3,1.75,1,0,3,1961,0,334000
